date,product_id,product_name,category,quantity,unit_price,amount,region,sales_channel
2026-03-09,P002,无线鼠标,电子产品,3,199.00,597.00,武汉,线下
2026-04-08,P004,显示器,电子产品,2,1999.00,3998.00,武汉,线下
2026-04-09,P004,显示器,电子产品,3,1999.00,5997.00,成都,线下
2026-04-14,P003,机械键盘,电子产品,1,499.00,499.00,北京,线下
2026-05-30,P003,机械键盘,电子产品,10,499.00,4990.00,武汉,线上
2026-03-13,P008,电脑包,配件,10,159.00,1590.00,广州,线下
2026-03-25,P007,数据线,配件,9,29.00,261.00,西安,线上
2026-04-14,P008,电脑包,配件,3,159.00,477.00,杭州,线上
2026-04-30,P001,笔记本电脑,电子产品,10,5999.00,59990.00,武汉,线上
2026-05-31,P005,耳机,电子产品,7,299.00,2093.00,杭州,线上
2026-06-04,P003,机械键盘,电子产品,3,499.00,1497.00,深圳,线下
2026-04-29,P006,充电宝,配件,10,99.00,990.00,深圳,线下
2026-05-20,P001,笔记本电脑,电子产品,2,5999.00,11998.00,成都,线上
2026-05-09,P003,机械键盘,电子产品,3,499.00,1497.00,西安,线下
2026-04-20,P005,耳机,电子产品,1,299.00,299.00,北京,线上
2026-04-12,P004,显示器,电子产品,6,1999.00,11994.00,杭州,线上
2026-05-28,P005,耳机,电子产品,7,299.00,2093.00,西安,线上
2026-04-19,P010,USB转接器,配件,3,79.00,237.00,杭州,线下
2026-03-26,P008,电脑包,配件,10,159.00,1590.00,武汉,线下
2026-03-30,P010,USB转接器,配件,1,79.00,79.00,杭州,线下
2026-05-06,P009,屏幕清洁剂,配件,3,39.00,117.00,成都,线上
2026-04-16,P001,笔记本电脑,电子产品,6,5999.00,35994.00,成都,线下
2026-05-03,P002,无线鼠标,电子产品,8,199.00,1592.00,北京,线下
2026-03-08,P008,电脑包,配件,1,159.00,159.00,西安,线下
2026-04-27,P007,数据线,配件,5,29.00,145.00,西安,线上
2026-04-08,P004,显示器,电子产品,1,1999.00,1999.00,广州,线下
2026-05-03,P008,电脑包,配件,3,159.00,477.00,深圳,线上
2026-05-16,P001,笔记本电脑,电子产品,4,5999.00,23996.00,深圳,线下
2026-03-25,P010,USB转接器,配件,5,79.00,395.00,成都,线下
2026-03-11,P003,机械键盘,电子产品,2,499.00,998.00,西安,线下
2026-04-26,P007,数据线,配件,2,29.00,58.00,深圳,线下
2026-04-01,P008,电脑包,配件,3,159.00,477.00,西安,线上
2026-05-09,P001,笔记本电脑,电子产品,1,5999.00,5999.00,上海,线下
2026-04-07,P006,充电宝,配件,2,99.00,198.00,成都,线上
2026-04-04,P002,无线鼠标,电子产品,3,199.00,597.00,广州,线上
2026-03-28,P006,充电宝,配件,10,99.00,990.00,上海,线下
2026-04-08,P010,USB转接器,配件,7,79.00,553.00,上海,线下
2026-04-16,P006,充电宝,配件,3,99.00,297.00,广州,线下
2026-04-25,P009,屏幕清洁剂,配件,6,39.00,234.00,成都,线上
2026-04-26,P008,电脑包,配件,4,159.00,636.00,武汉,线上
2026-05-28,P006,充电宝,配件,6,99.00,594.00,武汉,线下
2026-04-29,P010,USB转接器,配件,1,79.00,79.00,北京,线下
2026-04-05,P006,充电宝,配件,8,99.00,792.00,武汉,线下
2026-03-20,P004,显示器,电子产品,5,1999.00,9995.00,成都,线上
2026-05-02,P003,机械键盘,电子产品,2,499.00,998.00,上海,线下
2026-05-24,P002,无线鼠标,电子产品,10,199.00,1990.00,西安,线上
2026-05-12,P010,USB转接器,配件,7,79.00,553.00,北京,线上
2026-05-14,P003,机械键盘,电子产品,4,499.00,1996.00,成都,线下
2026-04-11,P010,USB转接器,配件,5,79.00,395.00,北京,线上
2026-06-03,P001,笔记本电脑,电子产品,10,5999.00,59990.00,深圳,线上
2026-04-11,P004,显示器,电子产品,7,1999.00,13993.00,杭州,线下
2026-05-14,P003,机械键盘,电子产品,1,499.00,499.00,深圳,线上
2026-06-02,P003,机械键盘,电子产品,1,499.00,499.00,北京,线下
2026-03-31,P002,无线鼠标,电子产品,5,199.00,995.00,深圳,线上
2026-04-05,P003,机械键盘,电子产品,7,499.00,3493.00,杭州,线上
2026-04-02,P006,充电宝,配件,2,99.00,198.00,广州,线上
2026-05-02,P008,电脑包,配件,9,159.00,1431.00,北京,线上
2026-04-13,P005,耳机,电子产品,4,299.00,1196.00,成都,线下
2026-04-08,P003,机械键盘,电子产品,8,499.00,3992.00,深圳,线上
2026-05-10,P007,数据线,配件,1,29.00,29.00,西安,线下
2026-04-04,P005,耳机,电子产品,3,299.00,897.00,广州,线上
2026-05-21,P006,充电宝,配件,10,99.00,990.00,武汉,线上
2026-04-06,P008,电脑包,配件,2,159.00,318.00,成都,线上
2026-04-24,P002,无线鼠标,电子产品,7,199.00,1393.00,上海,线下
2026-05-10,P004,显示器,电子产品,3,1999.00,5997.00,北京,线下
2026-05-02,P005,耳机,电子产品,3,299.00,897.00,成都,线下
2026-03-13,P010,USB转接器,配件,6,79.00,474.00,成都,线下
2026-03-18,P010,USB转接器,配件,7,79.00,553.00,深圳,线上
2026-05-01,P007,数据线,配件,9,29.00,261.00,深圳,线上
2026-03-31,P010,USB转接器,配件,7,79.00,553.00,西安,线上
2026-05-29,P002,无线鼠标,电子产品,2,199.00,398.00,西安,线下
2026-03-22,P007,数据线,配件,1,29.00,29.00,武汉,线下
2026-03-17,P005,耳机,电子产品,8,299.00,2392.00,上海,线下
2026-05-21,P006,充电宝,配件,7,99.00,693.00,上海,线上
2026-03-23,P008,电脑包,配件,9,159.00,1431.00,深圳,线上
2026-05-22,P004,显示器,电子产品,6,1999.00,11994.00,成都,线上
2026-05-09,P008,电脑包,配件,4,159.00,636.00,西安,线下
2026-05-28,P004,显示器,电子产品,9,1999.00,17991.00,上海,线下
2026-03-17,P007,数据线,配件,10,29.00,290.00,北京,线下
2026-03-18,P001,笔记本电脑,电子产品,8,5999.00,47992.00,成都,线上
2026-03-29,P002,无线鼠标,电子产品,7,199.00,1393.00,广州,线上
2026-05-08,P009,屏幕清洁剂,配件,8,39.00,312.00,成都,线上
2026-05-05,P007,数据线,配件,5,29.00,145.00,西安,线上
2026-03-18,P008,电脑包,配件,9,159.00,1431.00,杭州,线下
2026-05-15,P005,耳机,电子产品,6,299.00,1794.00,深圳,线下
2026-03-18,P008,电脑包,配件,1,159.00,159.00,上海,线下
2026-04-25,P004,显示器,电子产品,2,1999.00,3998.00,上海,线下
2026-03-23,P004,显示器,电子产品,3,1999.00,5997.00,广州,线下
2026-05-10,P008,电脑包,配件,7,159.00,1113.00,广州,线下
2026-06-04,P004,显示器,电子产品,9,1999.00,17991.00,深圳,线上
2026-05-30,P001,笔记本电脑,电子产品,7,5999.00,41993.00,成都,线下
2026-04-01,P009,屏幕清洁剂,配件,5,39.00,195.00,武汉,线下
2026-06-05,P006,充电宝,配件,7,99.00,693.00,杭州,线上
2026-04-22,P004,显示器,电子产品,8,1999.00,15992.00,上海,线下
2026-04-10,P009,屏幕清洁剂,配件,8,39.00,312.00,上海,线上
2026-05-11,P006,充电宝,配件,9,99.00,891.00,武汉,线上
2026-05-03,P001,笔记本电脑,电子产品,2,5999.00,11998.00,武汉,线上
2026-05-21,P009,屏幕清洁剂,配件,1,39.00,39.00,广州,线上
2026-06-03,P003,机械键盘,电子产品,10,499.00,4990.00,成都,线下
2026-04-14,P009,屏幕清洁剂,配件,3,39.00,117.00,杭州,线下
2026-05-05,P001,笔记本电脑,电子产品,4,5999.00,23996.00,北京,线上
2026-04-10,P003,机械键盘,电子产品,10,499.00,4990.00,北京,线下
2026-04-11,P007,数据线,配件,7,29.00,203.00,上海,线上
2026-03-31,P002,无线鼠标,电子产品,4,199.00,796.00,北京,线上
2026-04-23,P004,显示器,电子产品,8,1999.00,15992.00,广州,线上
2026-04-08,P010,USB转接器,配件,5,79.00,395.00,深圳,线下
2026-06-05,P001,笔记本电脑,电子产品,4,5999.00,23996.00,深圳,线下
2026-03-11,P005,耳机,电子产品,7,299.00,2093.00,西安,线上
2026-03-12,P010,USB转接器,配件,3,79.00,237.00,北京,线下
2026-05-17,P001,笔记本电脑,电子产品,9,5999.00,53991.00,上海,线下
2026-04-26,P004,显示器,电子产品,5,1999.00,9995.00,广州,线下
2026-05-06,P005,耳机,电子产品,6,299.00,1794.00,上海,线上
2026-05-06,P002,无线鼠标,电子产品,1,199.00,199.00,杭州,线下
2026-04-21,P003,机械键盘,电子产品,1,499.00,499.00,深圳,线上
2026-05-28,P001,笔记本电脑,电子产品,3,5999.00,17997.00,西安,线上
2026-03-23,P003,机械键盘,电子产品,4,499.00,1996.00,西安,线上
2026-05-17,P010,USB转接器,配件,2,79.00,158.00,广州,线下
2026-03-25,P006,充电宝,配件,10,99.00,990.00,杭州,线下
2026-06-02,P006,充电宝,配件,6,99.00,594.00,广州,线上
2026-05-19,P003,机械键盘,电子产品,9,499.00,4491.00,杭州,线下
2026-05-19,P001,笔记本电脑,电子产品,4,5999.00,23996.00,成都,线上
2026-05-05,P010,USB转接器,配件,4,79.00,316.00,深圳,线下
2026-05-09,P007,数据线,配件,8,29.00,232.00,北京,线下
2026-03-28,P005,耳机,电子产品,2,299.00,598.00,上海,线上
